title,website,phone_international,emails,contact_pages,instagram,youtube,twitter,linkedin,facebook
Paradies Shops,http://paradieslagardere.com,tel:+15023687720,michael.pietryka@paradies-na.com,http://paradieslagardere.com/contact-us,https://instagram.com/paradieslagardere,null,null,https://linkedin.com/company/paradies-lagardere,https://facebook.com/plshopdinefly
Grand Canal Shoppes at The Venetian Resort Las Vegas,https://www.grandcanalshoppes.com/en.html,tel:+17024144525,events@blacktaplv.com,null,null,null,null,null,null
Bonanza Gift Shop,null,tel:+17023857359,null,null,null,null,null,null,null
Fashion Show Las Vegas,https://www.fslv.com/en.html,tel:+17027847000,fashionshowadmin@bpretail.com,null,null,null,null,null,null
The Shoppes At Mandalay Place,https://mandalaybay.mgmresorts.com/en/amenities/the-shoppes-at-mandalay-bay-place.html?icid=NS-AW-RE-GMB_MandalayPlace-LV-MB,tel:+18776327800,null,null,null,null,null,null,null
Town Square Las Vegas,http://www.mytownsquarelasvegas.com,tel:+17022695001,online@stoneysrockincountry.com,http://www.mytownsquarelasvegas.com/contact,https://instagram.com/shoptownsquare,null,https://twitter.com/shoptownsquare,null,https://facebook.com/townsquarelv
Grand Bazaar Shops,http://grandbazaarshops.com,tel:+17027364988,info@grandbazaarshops.com,http://grandbazaarshops.com/contact-us,https://instagram.com/grandbazaarlv,https://youtube.com/channel/UCCSXDwgJXNltT_QKVE1lbuA,https://twitter.com/grandbazaarlv,null,https://facebook.com/grandbazaarlv
Jouvence Eternelle,http://jouvence-eternelle.com,tel:+17027784663,info@jouvence-eternelle.com,http://jouvence-eternelle.com/pages/contact,https://instagram.com/jouvence.eternelle,null,http://twitter.com/jecosmetics,null,https://facebook.com/pages/jouvence-eternelle/584359831700158
Downtown Summerlin,https://summerlin.com/downtown-summerlin,tel:+17028321000,info@downtownsummerlin.com,null,https://instagram.com/summerlin,https://youtube.com/user/SummerlinLV,https://twitter.com/summerlinlv,https://linkedin.com/showcase/nevada-summerlin,https://facebook.com/summerlinlv
Las Vegas North Premium Outlets,https://www.premiumoutlets.com/outlet/las-vegas-north,tel:+17024747500,online@shoppremiumoutlets.com,https://www.premiumoutlets.com/contact,https://instagram.com/lasvegasnorthpo,null,null,null,https://facebook.com/lasvegasnorthpremiumoutlets
The Forum Shops at Caesars,https://www.simon.com/mall/the-forum-shops-at-caesars,tel:+17028934800,null,https://www.simon.com/contact,https://instagram.com/theforumshops,null,null,null,https://facebook.com/forumshops
Souvenir Outlet,null,tel:+17024440503,null,null,null,null,null,null,null
The Historic Commercial Center District,http://www.commercialcenterdistrict.com,tel:+17027373478,info@corecontemporary.com,https://commercialcenterdistrict.com/contact/press-room,https://instagram.com/commercialcenterdistrict,https://youtube.com/@thehistoriccommercialcenter,https://twitter.com/953eastsahara,null,https://facebook.com/commercialcenterdistrict
Neonopolis,http://www.neonopolislv.com,tel:+17022430654,info@notorietylive.com,null,https://instagram.com/neonopolislv,null,null,null,https://facebook.com/neonopolis-las-vegas-113853673678202
Charleston Commons Shopping Center,https://properties.kimcorealty.com/p/commercial-real-estate-listings/Las+Vegas-NV-89110/120060,tel:+18338004343,bhall@kimcorealty.com,null,null,null,null,null,null
The Shops at Crystals,https://www.simon.com/mall/the-shops-at-crystals,tel:+17025909299,null,https://www.simon.com/contact,https://instagram.com/crystalslv,null,null,null,https://facebook.com/crystalslv
Lake Mead/Decatur Shopping Center,http://google.com/url?q=https%3A%2F%2Fbusiness.google.com%2Fwebsite_shared%2Flaunch_bw.html%3Ff%3Dhttps%3A%2F%2Famzn.to%2F3LGnIyA,tel:+17025504169,null,null,null,null,null,null,null
The District at Green Valley Ranch,https://shopthedistrictgvr.com,tel:+17025648595,null,null,null,null,null,null,null
Las Vegas Souvenirs & Gifts,null,tel:+17027333636,null,null,null,null,null,null,null
Las Vegas South Premium Outlets,https://www.premiumoutlets.com/outlet/las-vegas-south,tel:+17028965599,online@shoppremiumoutlets.com,https://www.premiumoutlets.com/contact,https://instagram.com/lasvegassouthpo,null,null,null,https://facebook.com/lasvegassouthpremiumoutlets
H Mart Las Vegas,https://www.hmart.com/store/las-vegas-nv-89102/f918aac7-a6fb-4aa5-ab37-8772164fa2d4,null,null,null,https://instagram.com/hmartofficial,https://youtube.com/user/Hmartofficial,https://twitter.com/hmartofficial,null,https://facebook.com/hmartofficial
Wynn Plaza,https://www.wynnlasvegas.com/shops,tel:+17027707070,null,null,https://instagram.com/wynnlasvegas,null,https://twitter.com/wynnlasvegas,null,https://facebook.com/wynnlasvegas
Souvenir Supermart,http://www.higuchionline.com/souvenir-supermart-downtown,tel:+17023853422,null,null,null,null,https://twitter.com/higuchionline,null,https://facebook.com/higuchi-group-1180410871980962
Boca Park,https://www.bocaparklv.com,tel:+17022134513,null,null,null,null,null,null,null
Boulevard Mall,http://boulevardmall.com,tel:+17027357430,cristina@boulevardlv.com,https://boulevardmall.com/contact-us,https://instagram.com/theboulevardlv,https://youtube.com/channel/UCvXHWra8UsQHnNphsUsJ2Ag,https://twitter.com/theboulevardlv,null,https://facebook.com/watch
Disney Store,https://stores.disneystore.com/nv/las%20vegas/939/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,tel:+17023862944,null,null,null,null,https://twitter.com/disneystore,null,https://facebook.com/disneystore
Harmon Retail Corner,https://harmoncorner.com,null,adam.malan@colliers.com,null,null,null,null,null,null
The Arroyo Market Square,null,tel:+17027344511,null,null,null,null,null,null,null
Buy Nevada First Gift Shop & Visitors Center in the NEVADA MARKETPLACE,https://www.buynevadafirst.com,tel:+17753843153,dave@livelocalrenosparks.com,null,null,null,null,null,null
Westland Fair,http://weingartenrealty.propertycapsule.com/properties/westlandfair,null,null,null,null,null,null,null,null
Sahara Center Shopping Center,http://saharacenterlv.com,null,info@ehbcompanies.com,http://saharacenterlv.com/contactus.html,null,null,null,null,null
The Bloc,https://www.theblocla.com,tel:+12134544926,concierge@theblocla.com,https://www.theblocla.com/contact-us,https://instagram.com/theblocla,https://youtube.com/user/AlamoDrafthouse,https://twitter.com/drafthousela,null,https://facebook.com/theblocla
ROW DTLA,https://rowdtla.com,tel:+12139888890,info@rowdtla.com,https://rowdtla.com/contact,https://instagram.com/rowdtla,null,null,null,https://facebook.com/rowdtla
The Grove,https://thegrovela.com/?utm_source=local-listings&utm_medium=organic&utm_campaign=local-listings,tel:+13239008080,dnesheiwat@caruso.com,https://thegrovela.com/contact,https://instagram.com/thegrovela,null,https://twitter.com/thegrovela,null,https://facebook.com/thegrovela
Westfield Century City,https://www.westfield.com/en/united-states/centurycity,tel:+13105535300,null,null,https://instagram.com/westfieldcenturycity,null,https://twitter.com/https://www.westfield.com/en/united-states/centurycity,null,https://facebook.com/westfieldcenturycity
Ovation Hollywood,https://hollywoodandhighland.com,tel:+13238170200,info@ovationhollywood.com,https://hollywoodandhighland.com/contact-us,http://instagram.com/ovationhollywood,null,null,null,http://facebook.com/ovationhollywood
FIGat7th,http://www.figat7th.com,tel:+12139557170,laura.montross@brookfieldproperties.com,https://www.figat7th.com/contact-us,https://instagram.com/figat7th,null,https://twitter.com/figat7th,null,https://facebook.com/figat7th
West Hollywood Gateway,https://amzn.to/4iMrlSa,tel:+13237852561,null,https://amzn.to/gp/help/customer/contact-us,null,null,null,null,null
La La Land,http://www.lalalandhollywood.com,tel:+13238719330,webmaster@hollywoodmegastore.com,null,https://instagram.com/lalalandhollywood,null,https://twitter.com/mrhollymega,null,https://facebook.com/hollywoodmega-132397276778999
Midtown Shopping Center,null,tel:+13239354077,null,null,null,null,null,null,null
Koreatown Galleria,http://koreatowngalleria.com/contactus.html,tel:+13237336000,null,http://koreatowngalleria.com/contactus.html,null,null,null,null,null
Beverly Connection,http://www.thebeverlyconnection.com,tel:+13236586085,csilva@pscsite.com,http://www.thebeverlyconnection.com/contact-us,null,null,null,null,https://facebook.com/beverlyconnectionla
Chinatown Central Plaza,http://www.lachinatowncorp.com/about-central-plaza1,tel:+12136284841,filmcentralplaza@gmail.com,http://www.lachinatowncorp.com/contact,null,null,https://twitter.com/lachinatown,null,https://facebook.com/losangeleschinatown
Little Tokyo Galleria,http://www.littletokyo-galleria.com,tel:+12136257104,null,null,null,null,null,null,null
LINE FRIENDS SQUARE Hollywood Los Angeles Store,https://store.linefriends.com,tel:+13234655100,case@kidrobot.com,null,https://instagram.com/linefriends_us,https://youtube.com/channel/UC9HtPH9bBaUHueFdb5ygP5Q,https://twitter.com/_linefriends,null,https://facebook.com/linefriendsusa
Japanese Village Plaza,http://www.japanesevillageplaza.net,tel:+12136171900,null,null,null,null,null,https://linkedin.com/pulse/mail-order-bride-sites-philippe-berry-yyxbc,null
Souvenirs of Hollywood,http://www.hollywoodmegastore.com,tel:+13239628511,webmaster@hollywoodmegastore.com,https://www.hollywoodmegastore.com/contact,https://instagram.com/lalalandhollywood,null,https://twitter.com/mrhollymega,null,https://facebook.com/hollywoodmega-132397276778999
Beverly Center,https://www.beverlycenter.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB,tel:+13108540070,null,null,null,null,null,null,null
Slauson Super Mall,http://www.slausonsupermallinc.com,tel:+13237786055,office@slausonsupermallinc.com,http://www.slausonsupermallinc.com/contact-us.html,https://instagram.com/slausonmallca,https://youtube.com/channel/UCB08wEShpouIjQgao3xwR8g,https://twitter.com/slausonmallca,null,https://facebook.com/slausonsupermall-115994303171188
Ginza-USA Gifts & Music,null,tel:+12136253839,null,null,null,null,null,null,null
Plaza Americana,https://plazaamericana.net,tel:+13109201078,info@plazaamericana.net,https://plazaamericana.net/contacts,https://instagram.com/plaza.americana/channel,https://youtube.com/channel/UCtfS1YJjuc3lKhowe3UhOMA,https://twitter.com/plaza_americana,null,https://facebook.com/plazaamericanala
Soap Plant / Wacko,http://www.soapplant.com,tel:+13236630122,sales@soapplant.com,null,https://instagram.com/soapplantwacko,null,null,null,https://facebook.com/soapplantwacko
Style Outlet,null,tel:+12133223888,null,null,null,null,null,null,null
Funko Hollywood,https://about.funko.com,tel:+12134623600,null,null,https://instagram.com/originalfunko,https://youtube.com/channel/UCiBxZWamaDdlemljJ3aGPZQ,https://twitter.com/originalfunko,null,https://facebook.com/originalfunko
Giant Robot Store,http://www.giantrobot.com,tel:+13104781819,webstore@giantrobot.com,null,null,null,null,null,null
Baldwin Hills Crenshaw,https://www.baldwinhillscrenshawplaza.com,tel:+13232906636,info@baldwinhillscrenshawplaza.com,https://www.baldwinhillscrenshawplaza.com/contact-us,https://instagram.com/baldwinhillscrenshaw,https://youtube.com/BHCPTV2010,https://twitter.com/bhcplive,null,https://facebook.com/baldwinhillscrenshaw
Sunset Plaza,https://sunsetplaza.com,tel:+13106527137,info@sunsetplaza.com,null,https://instagram.com/alchemy43,null,null,null,https://facebook.com/alchemy43
Hollywood Souvenir Outlet,null,tel:+13234644769,null,null,null,null,null,null,null
Little Tokyo Mall,http://japanesevillageplaza.net,null,null,null,null,null,null,https://linkedin.com/pulse/mail-order-bride-sites-philippe-berry-yyxbc,null
One Westside Shopping Center,http://onewestside.com,tel:+12134711058,null,null,null,null,null,null,null
Dover Street Market Los Angeles,https://losangeles.doverstreetmarket.com,tel:+13104277610,info@dsm-ny.com,null,null,null,null,null,null
8000 Sunset Strip,https://properties.kimcorealty.com/p/commercial-real-estate-listings/Los+Angeles-CA-90046/118550,tel:+18338004343,bhall@kimcorealty.com,null,null,null,null,null,null
Louisiana Boardwalk,https://amzn.to/4iGzozQ,tel:+13187521455,null,null,null,null,null,null,null
Louisiana Marketshops at the 115,null,tel:+13375016022,null,null,null,null,null,null,null
Lakeside Shopping Center,http://www.lakesideshopping.com,tel:+15048358000,info@lakesideshopping.com,null,http://instagram.com/lakesideshoppingcenter,null,null,https://linkedin.com/company/lakeside-shopping-center,https://facebook.com/lakesideshoppingcenter
Riverwalk Outlets,https://www.riverwalkneworleans.com,tel:+15045221555,info@riverwalkno.com,https://www.riverwalkneworleans.com/contact,https://instagram.com/riverwalknola,null,https://twitter.com/i/flow/login,null,https://facebook.com/riverwalkoutlets
Mall of Louisiana,https://www.malloflouisiana.com/en.html,tel:+12257617228,louisianaadmin@bpretail.com,null,null,null,null,null,https://facebook.com/gothreading
Lakeside Mall New Orleans,https://www.lakesideshopping.com,tel:+15048358000,info@lakesideshopping.com,null,http://instagram.com/lakesideshoppingcenter,null,null,https://linkedin.com/company/lakeside-shopping-center,https://facebook.com/lakesideshoppingcenter
Canal Place,http://www.canalplacestyle.com,tel:+15045229200,leasing@oconnorcp.com,null,null,null,null,null,null
Tanger Gonzales,https://www.tanger.com/gonzales,tel:+12256479383,tangerlocustgrovemanagement@tangeroutlets.com,null,null,null,null,null,https://facebook.com/events/699696662480791
Acadiana Mall,https://www.shopacadianamall.com,tel:+13379848242,plans@buildabear.com,https://www.shopacadianamall.com/contact-us,https://instagram.com/shopacadianamall,null,null,null,https://facebook.com/acadianamall
Prien Lake Mall,https://www.simon.com/mall/prien-lake-mall,tel:+13374777411,null,https://www.simon.com/contact,https://instagram.com/prienlakemall,null,null,null,https://facebook.com/prienlakemall
Cajun Village Antiques,null,tel:+12256752782,null,null,null,null,null,null,null
Louisiana Purchase,null,tel:+13183520117,null,null,null,null,null,null,null
Hammond Square,http://www.hammond-square.com,tel:+18008382379,null,null,https://instagram.com/hammondsquare,null,null,null,https://facebook.com/hammondsquare
Southland Mall,http://www.southlandmallonline.com,tel:+19858764765,abenton@morguard.com,http://www.southlandmallonline.com/contact.html,https://instagram.com/shopslmhouma,null,null,null,http://facebook.com/southlandmallinhouma
Bayou Walk Shopping Center,http://google.com/url?q=https%3A%2F%2Fbusiness.google.com%2Fwebsite_shared%2Flaunch_bw.html%3Ff%3Dhttps%3A%2F%2Famzn.to%2F3SmDaUv,tel:+13184156200,null,null,null,null,null,null,null
Louisiana Hot Stuff,https://louisianahotstuff.com,tel:+13379813132,null,https://louisianahotstuff.com/contact,null,null,null,null,https://facebook.com/louisianahotstuff
Southgate Shopping Center,null,tel:+17138666983,null,null,null,null,null,null,null
Dixieland Factory Outlet,null,tel:+15045234239,null,null,null,null,null,null,null
Fleurty Girl French Quarter,http://www.fleurtygirl.com,tel:+15043045529,carryme@fleurtygirl.net,null,https://instagram.com/fleurty_girl,null,https://twitter.com/fleurtygirl,null,https://facebook.com/fleurtygirl
MacArthur Village Shopping Center,http://macarthur-center.poi.place,null,null,http://macarthur-center.poi.place/contact-more,null,null,null,null,null
Stirling Lafayette Shopping Center,https://www.stirlingprop.com/tag/lafayette-shopping,tel:+15045234481,dtaylor@stirlingprop.com,null,https://instagram.com/stirlingproperties,null,null,https://linkedin.com/company/stirling-properties,https://facebook.com/stirlingproperties
"Twin City Shopping Center, LLC",null,tel:+13182358532,null,null,null,null,null,null,null
Channell Shopping Center,http://channel-center.poi.place,null,null,http://channel-center.poi.place/contact-more,null,null,null,null,null
Oak Alley Gift Shop,http://www.oakalleyplantation.com/plan-your-visit/shop,tel:+12252652151,info@oakalleyplantation.com,https://oakalleyplantation.com/contact,http://instagram.com/oak.alley.restaurant.and.inn,null,null,null,https://facebook.com/oakalleyrestaurant
On The Boulevard Shopping Center,http://shopontheblvd.com,tel:+13377691553,info@belle-realty.com,http://shopontheblvd.com/contact,null,null,null,null,null
Sweet Baton Rouge® Louisiana Goods & Apparel,http://sweetbatonrouge.com,tel:+12254005199,orders@sweetbatonrouge.com,http://sweetbatonrouge.com/pages/contact-us,https://instagram.com/sweetbatonrouge,null,https://twitter.com/,null,null
South College Shopping Center,http://www.southcollegecenterlaf.com,tel:+13372352003,landryml@lusfiber.net,null,null,null,null,null,https://facebook.com/southcollegecenter
Magnolia Marketplace,http://google.com/url?q=https%3A%2F%2Fbusiness.google.com%2Fwebsite_shared%2Flaunch_bw.html%3Ff%3Dhttps%3A%2F%2Famzn.to%2F4dxDWGg,null,null,null,null,null,null,null,null
The Shops at Autumnwood,null,tel:+13372896680,null,null,null,null,null,null,null
Bass Pro Shops,https://stores.basspro.com/us/la/denham-springs/175-bass-pro-blvd.html?y_source=1_MzAxMTUwNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,tel:+12252713100,cpbaker@basspro.com,null,https://instagram.com/bassproshops,https://youtube.com/user/basspro,null,null,https://facebook.com/260882123936126
Premier Centre,http://www.stirlingprop.com/portfolio/premier-centre,tel:+15045234481,null,null,https://instagram.com/stirlingproperties,null,null,https://linkedin.com/company/stirling-properties,https://facebook.com/stirlingproperties
Towne Center At Cedar Lodge,http://www.townecenteratcedarlodge.com,tel:+12259252344,ejames@streetwiseretail.com,http://www.townecenteratcedarlodge.com/contact,https://instagram.com/townecenterbr_225,null,https://twitter.com/townecenterbr,null,https://facebook.com/townecenterbatonrouge
Uptown Center,https://www.shopatuptown.com,tel:+13182228700,ericar@sealynet.com,null,null,null,null,null,https://facebook.com/uptownlineavenue
The Shop: Oddities at Unique NOLA,https://uniquenola.shop/new-orleans-oddities-shop,tel:+15047773397,null,null,https://instagram.com/uniquenola,https://youtube.com/channel/UCavH8NhfejcvlxH_Ol9M0GA,https://twitter.com/uniquenolatours,null,https://facebook.com/uniquenolatours
Nord du Lac,https://www.norddulac.com,tel:+15072888056,norddulacadmin@bpretail.com,null,null,null,null,null,null
The Backpacker,https://backpackeroutdoors.com/pages/the-backpacker-baton-rouge,tel:+12259252667,batonrougesales@backpackeroutdoors.com,null,https://instagram.com/stories/highlights/17943084236627503,https://youtube.com/channel/UCZLVRWpar8c6V-oF3q2VcyA,null,null,https://facebook.com/backpackeroutdoorsbatonrouge
Parc Lafayette,http://parclafayette.com,tel:+13375348165,evelyn@asxproperties.com,null,null,null,null,null,null
Algiers Plaza,http://google.com/url?q=https%3A%2F%2Fbusiness.google.com%2Fwebsite_shared%2Flaunch_bw.html%3Ff%3Dhttps%3A%2F%2Famzn.to%2F3YdGG7d,tel:+15046813420,null,null,null,null,null,null,null
Riverlands Shopping Center,null,tel:+13605386007,null,null,null,null,null,null,null
Dixie Plaza Shopping Center,null,tel:+13189324142,null,null,null,null,null,null,null
Sanctuary Home & Gifts,http://www.sanctuaryhomeandgifts.com,tel:+12257570927,null,null,null,null,null,null,null
Apple Mall of Louisiana,https://www.apple.com/retail/malloflouisiana?cid=aos-us-seo-maps,tel:+12257653500,malloflouisiana@apple.com,https://contactretail.apple.com,null,null,null,null,null
Georgia's Gift Shop,https://destination.tours/georgias-gift-shop,tel:+13183525833,null,https://destination.tours/contact,null,null,null,null,https://facebook.com/destinationtours360
False River Anique Mall,null,tel:+12257135033,null,null,null,null,null,null,null
The Shoppes on Tower,http://www.theshoppesontower.com/contact,tel:+13183882492,null,https://www.theshoppesontower.com/contact,null,null,null,null,https://facebook.com/shoppesontower
M.S. Rau,http://www.rauantiques.com,tel:+18887118084,null,null,https://instagram.com/msrau,https://youtube.com/user/RauAntiques/featured,https://twitter.com/msrauneworleans,https://linkedin.com/company/m-s--rau-antiques,https://facebook.com/msrau
Lagniappe Village,http://brixmor.propertycapsule.com/cre/commercial-real-estate-listings/New+Iberia/LA/lagniappe-village,null,null,null,null,null,null,null,null
The Collective Shop,http://thecollectiveshopno.com,null,thecollectiveno@gmail.com,null,https://instagram.com/thecollectiveshopno,https://youtube.com/iframe_api,null,null,null
Lapalco Village Shopping Center,http://www.loopnet.com/Listing/18577194/5901-5999-Lapalco-Blvd-Marrero-LA,null,help@loopnet.com,null,null,null,null,null,null
Town & Country Plaza,http://google.com/url?q=https%3A%2F%2Fbusiness.google.com%2Fwebsite_shared%2Flaunch_bw.html%3Ff%3Dhttps%3A%2F%2Famzn.to%2F406ClDq,null,null,null,null,null,null,null,null
Miniso,https://www.malloflouisiana.com/en/directory/miniso-55209.html,null,null,null,null,null,null,null,null
Dark Matter Oddities & Artisan Collective,https://darkmatteroddities.etsy.com,null,er.oddities.nola@gmail.com,null,null,null,null,null,null
End of The Lane,https://www.endofthelane.com,tel:+12258319726,bumbleln@bellsouth.net,null,null,null,null,null,null
Nordstrom Rack,https://stores.nordstromrack.com/us/la/baton-rouge/9330-mall-of-louisiana?utm_source=google&utm_medium=organic&utm_campaign=rack&utm_content=798&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=rack,tel:+12255083030,merchandise@nordstromrack.com,null,https://instagram.com/nordstromrack,null,https://twitter.com/nordstromrack,null,https://facebook.com/nordstromrack
Louisiana,http://www.louisiana.gov,null,lahelpu.dcfs@la.gov,http://www.ldi.louisiana.gov/contact-us,https://instagram.com/wlfla,https://youtube.com/user/LAWildlifeFish,https://twitter.com/ldwf,https://linkedin.com/company/25072992,https://facebook.com/ldwffb
Local Lagniappe Gift Boutique,https://shoplocallagniappe.com,tel:+12252429230,locallagniappeboutique@gmail.com,https://shoplocallagniappe.com/pages/contact,null,null,null,null,null
The Best Stop Supermarket,https://www.beststopinscott.com,tel:+13372335805,debbie@beststopinscott.com,https://www.beststopinscott.com/contact,https://instagram.com/thebeststopsupermarketinc,null,null,null,https://facebook.com/beststopsupermarket
Delmont Village Shopping Center,null,tel:+12253550736,null,null,null,null,null,null,null
Centerpiece Shopping Center,null,tel:+13379811051,null,null,null,null,null,null,null
Legends Outlets Kansas City,http://www.legendsshopping.com,tel:+19137883700,info-legends@paceproperties.com,https://legendsshopping.com/location-hours-contact,https://instagram.com/legendsoutlets,null,https://twitter.com/legendsshopping,null,https://facebook.com/legendsoutlets
Town Center Plaza,https://towncenterplaza.com,tel:+19134981111,towncenter@wpgus.com,https://towncenterplaza.com/contact-us,https://instagram.com/polarisfashionplace,null,null,null,https://facebook.com/towncenterplaza
Crown Center,http://www.crowncenter.com/?utm_source=google&utm_medium=Local&utm_campaign=seo,tel:+18162748444,susan.smith@hallmark.com,http://www.crowncenter.com/contact-us,https://instagram.com/crowncenter,null,https://twitter.com/crowncenter,null,https://facebook.com/crowncenter
Made in KC Marketplace - Plaza,http://www.madeinkc.co,tel:+18167180806,gift@madeinkc.co,null,https://instagram.com/madeinkc_,null,https://twitter.com/madeinkc_,https://linkedin.com/company/made-in-kc,https://facebook.com/madeinkcshop
The Shops of Prairie Village,https://shopsofprairievillage.com,tel:+19133629668,info@rimannliquors.com,https://shopsofprairievillage.com/contact,https://instagram.com/theshopsofprairievillage,null,null,null,https://facebook.com/theshopsofprairievillage
Country Club Plaza,https://countryclubplaza.com/?utm_source=GoogleMyBusiness&utm_medium=Organic&utm_campaign=GMB,tel:+18167530100,null,null,null,null,null,null,null
Bradley Fair Shopping Center,https://bradleyfair.com,tel:+13166309990,bradleyfair@wsdevelopment.com,https://bradleyfair.com/contact,https://instagram.com/bradleyfairwichita,null,https://twitter.com/ksfidelitybank,null,https://facebook.com/profile.php
Fetch,http://www.fetchkcmo.com,tel:+18164251337,fetchkcmo@gmail.com,null,http://instagram.com/fetchkcmo,null,null,null,https://facebook.com/fetchkcmo
Brookside Shops,http://www.brooksidekc.org,tel:+18165235553,brooksideartannualkc@gmail.com,http://www.brooksidekc.org/contact,http://instagram.com/brooksidekansascity,null,https://twitter.com/brooksidekcity,null,https://facebook.com/brooksidekc
Mission Mart Shopping Center,null,tel:+19139638400,null,null,null,null,null,null,null
Park Place,http://www.parkplaceleawood.com,tel:+19133812229,located@parkplaceleawood.com,https://parkplaceleawood.com/contact-us,https://instagram.com/parkplaceleawood,null,null,null,https://facebook.com/parkplaceleawood
Westfield Shopping Center,https://www.westfield.com,null,content@urw.com,null,https://instagram.com/westfieldlondon,https://youtube.com/user/WestfieldUKChannel,https://twitter.com/https://www.westfield.com,null,https://facebook.com/westfieldlondon
Merriam Town Center / Merriam Village,https://amzn.to/401Pdtm,null,null,null,null,null,null,null,null
Ranch Mart Shopping Center,http://www.ranchmartshoppingcenter.com,tel:+19136490111,info@ranchmartshoppingcenter.com,http://www.ranchmartshoppingcenter.com/contact-us,https://instagram.com/ranchmartshoppingcenter,null,null,null,https://facebook.com/ranchmartshoppingcenter
Manhattan Town Center,http://www.manhattantowncenter.com,tel:+17855393500,manager@manhattantowncenter.com,null,null,null,null,null,null
Made In KC - Corinth Square,https://www.madeinkc.co,tel:+19135447126,gift@madeinkc.co,null,https://instagram.com/madeinkc_,null,https://twitter.com/madeinkc_,https://linkedin.com/company/made-in-kc,https://facebook.com/madeinkcshop
Corbin Park,http://www.corbinparkop.com,tel:+19134991926,matt.rau@cbre.com,https://corbinparkop.com/contact-us,null,null,null,null,null
Bass Pro Shops,https://stores.basspro.com/us/ks/kansas-city/10300-cabela-drive.html?y_source=1_Mzk4NjcxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,tel:+19133280322,ben.price@cabelas.com,null,https://instagram.com/bassproshops,https://youtube.com/user/basspro,null,null,https://facebook.com/cabelaskansascity
Northwood Shopping Center,https://www.lane4group.com/property-item/northwood,tel:+18169601444,null,https://www.lane4group.com/contacts-us,https://instagram.com/lane4property,null,null,https://linkedin.com/company/lane4-property-group,https://facebook.com/lane4propertygroup
Kansas Sampler/Rally House Town Center,https://www.rallyhouse.com/stores/l/leawood/5219-west-117th-street/1506450?utm_source=gmb&utm_medium=listing&utm_campaign=2023storelisting,tel:+19133610116,rallytowncenter@rallyhouse.com,null,https://instagram.com/rally_house,https://youtube.com/user/RallyHouse,https://twitter.com/rally_house,https://linkedin.com/company/rally-house,https://facebook.com/rallyhousetowncenter
River Market Antiques,http://www.rivermarketantiquemall.com,tel:+18162210220,null,null,https://instagram.com/rivermarketantiques,null,null,null,https://facebook.com/rivermarketantiques
Made in KC - Prairiefire,http://www.madeinkc.co,tel:+19135142511,gift@madeinkc.co,null,https://instagram.com/madeinkc_,null,https://twitter.com/madeinkc_,https://linkedin.com/company/made-in-kc,https://facebook.com/madeinkcshop
Scheels,https://www.scheels.com/store/overland-park/088?utm_source=google&utm_medium=yext,tel:+19138973030,purchased@scheels.com,null,https://instagram.com/scheelssports,https://youtube.com/@scheels,null,null,https://facebook.com/scheels
Ward Parkway Center,http://www.wardparkwaycenter.com,tel:+18163633545,jalston@frpltd.com,null,null,null,null,null,null
A STORE NAMED STUFF,http://www.astorenamedstuff.com,tel:+18163618222,sloaneandcasey@astorenamedstuff.com,http://www.astorenamedstuff.com/pages/contact,https://instagram.com/astorenamedstuff,https://youtube.com/user/STUFFpursuegoodstuff,https://twitter.com/storenamedstuff,null,https://facebook.com/astorenamedstuff
NewMarket Square,http://www.newmarketsquare.com,tel:+13162633201,info@newmarketsquare.com,http://www.newmarketsquare.com/contact,null,null,null,null,https://facebook.com/newmarket.square
Wyandotte Plaza,https://amzn.to/4b6asNW,tel:+18889262688,null,null,null,null,null,null,null
Made in KC - Overland Park - Edison District,https://www.madeinkc.co,tel:+19134081865,gift@madeinkc.co,null,https://instagram.com/madeinkc_,null,https://twitter.com/madeinkc_,https://linkedin.com/company/made-in-kc,https://facebook.com/madeinkcshop
Kansas City Plaza,null,tel:+18167530100,null,null,null,null,null,null,null
Made in KC - Briarcliff,http://www.madeinkc.co,tel:+18163499646,gift@madeinkc.co,null,https://instagram.com/madeinkc_,null,https://twitter.com/madeinkc_,https://linkedin.com/company/made-in-kc,https://facebook.com/madeinkcshop
Nike Factory Store - Kansas City,https://www.nike.com/retail/s/nike-factory-store-kansas-city?cp=84620811901_seo_%3Fcp%3D84620811901_seo_&y_source=1_NTQzNzMyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,tel:+19137887263,null,null,null,null,null,null,null
Midway Shopping Center,null,tel:+19132817035,null,null,null,null,null,null,null
Westwood Hills Shops,https://www.westwoodhillsks.gov/the-shops-of-westwood-hills,tel:+18882173464,clerk@westwoodhillsks.gov,https://www.westwoodhillsks.gov/contact-us,null,null,null,null,https://facebook.com/cityofwestwoodhills
Corinth Square,http://corinthsquare.com,tel:+19133629668,hello@corinthsquare.com,http://corinthsquare.com/contact,https://instagram.com/corinth_square,null,null,null,https://facebook.com/corinthsquare
